starttime	seconds	ctime	dtime	ttime	wait
Wed Apr 11 16:51:05 2018	1523461865	50	58	109	58
Wed Apr 11 16:50:50 2018	1523461850	88	21	109	21
Wed Apr 11 16:51:22 2018	1523461882	69	40	109	39
Wed Apr 11 16:51:03 2018	1523461863	88	21	109	20
Wed Apr 11 16:51:21 2018	1523461881	81	28	109	27
Wed Apr 11 16:51:18 2018	1523461878	42	67	109	66
Wed Apr 11 16:51:19 2018	1523461879	58	51	109	50
Wed Apr 11 16:51:19 2018	1523461879	60	49	109	43
Wed Apr 11 16:50:50 2018	1523461850	87	22	109	21
Wed Apr 11 16:51:09 2018	1523461869	77	32	109	32
Wed Apr 11 16:51:03 2018	1523461863	83	26	109	26
Wed Apr 11 16:51:11 2018	1523461871	88	21	109	20
Wed Apr 11 16:51:15 2018	1523461875	39	70	109	70
Wed Apr 11 16:51:06 2018	1523461866	56	53	109	52
Wed Apr 11 16:50:50 2018	1523461850	87	22	109	21
Wed Apr 11 16:51:03 2018	1523461863	82	27	109	27
Wed Apr 11 16:51:21 2018	1523461881	81	28	109	28
Wed Apr 11 16:51:22 2018	1523461882	68	41	109	41
Wed Apr 11 16:51:06 2018	1523461866	57	52	109	51
Wed Apr 11 16:50:50 2018	1523461850	89	21	109	20
Wed Apr 11 16:51:21 2018	1523461881	81	29	109	28
Wed Apr 11 16:51:07 2018	1523461867	55	54	109	54
Wed Apr 11 16:50:50 2018	1523461850	89	20	109	20
Wed Apr 11 16:50:53 2018	1523461853	24	85	109	84
Wed Apr 11 16:50:53 2018	1523461853	24	85	109	85
Wed Apr 11 16:51:10 2018	1523461870	38	71	109	70
Wed Apr 11 16:51:21 2018	1523461881	81	29	109	28
Wed Apr 11 16:50:53 2018	1523461853	20	90	109	89
Wed Apr 11 16:50:59 2018	1523461859	36	73	109	73
Wed Apr 11 16:51:19 2018	1523461879	45	64	109	63
Wed Apr 11 16:50:50 2018	1523461850	87	22	109	22
Wed Apr 11 16:51:06 2018	1523461866	57	52	109	51
Wed Apr 11 16:51:19 2018	1523461879	45	64	109	63
Wed Apr 11 16:51:19 2018	1523461879	46	64	109	64
Wed Apr 11 16:50:53 2018	1523461853	25	85	109	84
Wed Apr 11 16:51:19 2018	1523461879	59	50	109	49
Wed Apr 11 16:50:59 2018	1523461859	73	36	109	36
Wed Apr 11 16:50:53 2018	1523461853	25	85	109	84
Wed Apr 11 16:50:50 2018	1523461850	87	23	110	21
Wed Apr 11 16:51:10 2018	1523461870	28	82	110	82
Wed Apr 11 16:51:09 2018	1523461869	51	59	110	57
Wed Apr 11 16:50:50 2018	1523461850	88	22	110	21
Wed Apr 11 16:50:53 2018	1523461853	83	26	110	26
Wed Apr 11 16:51:19 2018	1523461879	46	64	110	64
Wed Apr 11 16:50:55 2018	1523461855	72	38	110	37
