starttime	seconds	ctime	dtime	ttime	wait
Wed Apr 11 16:47:12 2018	1523461632	23	16	39	16
Wed Apr 11 16:47:08 2018	1523461628	12	27	39	26
Wed Apr 11 16:47:13 2018	1523461633	23	16	39	15
Wed Apr 11 16:47:09 2018	1523461629	22	17	39	17
Wed Apr 11 16:47:07 2018	1523461627	19	20	39	19
Wed Apr 11 16:47:07 2018	1523461627	19	20	39	19
Wed Apr 11 16:47:13 2018	1523461633	12	27	39	27
Wed Apr 11 16:47:07 2018	1523461627	19	20	39	19
Wed Apr 11 16:47:11 2018	1523461631	30	9	39	9
Wed Apr 11 16:47:07 2018	1523461627	14	25	39	25
Wed Apr 11 16:47:08 2018	1523461628	12	27	39	26
Wed Apr 11 16:47:11 2018	1523461631	18	21	39	20
Wed Apr 11 16:47:11 2018	1523461631	18	21	39	20
Wed Apr 11 16:47:13 2018	1523461633	16	23	39	22
Wed Apr 11 16:47:11 2018	1523461631	19	20	39	19
Wed Apr 11 16:47:11 2018	1523461631	18	21	39	20
Wed Apr 11 16:47:10 2018	1523461630	20	19	39	19
Wed Apr 11 16:47:08 2018	1523461628	14	25	39	25
Wed Apr 11 16:47:07 2018	1523461627	20	20	39	19
Wed Apr 11 16:47:11 2018	1523461631	9	31	39	31
Wed Apr 11 16:47:09 2018	1523461629	24	16	39	15
Wed Apr 11 16:47:09 2018	1523461629	22	17	39	17
Wed Apr 11 16:47:13 2018	1523461633	13	27	40	26
Wed Apr 11 16:47:07 2018	1523461627	19	20	40	19
Wed Apr 11 16:47:07 2018	1523461627	20	20	40	19
Wed Apr 11 16:47:13 2018	1523461633	15	25	40	23
Wed Apr 11 16:47:11 2018	1523461631	20	20	40	19
Wed Apr 11 16:47:09 2018	1523461629	22	17	40	17
Wed Apr 11 16:47:08 2018	1523461628	12	28	40	27
Wed Apr 11 16:47:13 2018	1523461633	17	23	40	22
Wed Apr 11 16:47:11 2018	1523461631	18	22	40	22
Wed Apr 11 16:47:11 2018	1523461631	19	21	40	20
Wed Apr 11 16:47:10 2018	1523461630	17	23	40	23
Wed Apr 11 16:47:13 2018	1523461633	26	13	40	13
Wed Apr 11 16:47:13 2018	1523461633	19	20	40	20
Wed Apr 11 16:47:11 2018	1523461631	20	20	40	19
Wed Apr 11 16:47:09 2018	1523461629	27	13	40	12
Wed Apr 11 16:47:10 2018	1523461630	17	23	40	23
Wed Apr 11 16:47:11 2018	1523461631	21	19	40	17
Wed Apr 11 16:47:13 2018	1523461633	21	19	40	18
Wed Apr 11 16:47:07 2018	1523461627	13	27	40	26
Wed Apr 11 16:47:07 2018	1523461627	13	27	40	26
Wed Apr 11 16:47:11 2018	1523461631	20	20	40	19
Wed Apr 11 16:47:13 2018	1523461633	21	19	40	19
Wed Apr 11 16:47:11 2018	1523461631	19	21	40	21
Wed Apr 11 16:47:13 2018	1523461633	17	23	40	23
Wed Apr 11 16:47:11 2018	1523461631	25	15	40	14
Wed Apr 11 16:47:08 2018	1523461628	19	22	40	21
Wed Apr 11 16:47:13 2018	1523461633	13	27	40	27
Wed Apr 11 16:47:08 2018	1523461628	29	12	40	11
Wed Apr 11 16:47:08 2018	1523461628	15	26	40	25
Wed Apr 11 16:47:13 2018	1523461633	12	28	40	27
Wed Apr 11 16:47:07 2018	1523461627	14	27	40	26
Wed Apr 11 16:47:11 2018	1523461631	21	20	40	19
Wed Apr 11 16:47:07 2018	1523461627	13	27	40	25
Wed Apr 11 16:47:11 2018	1523461631	21	19	40	19
Wed Apr 11 16:47:13 2018	1523461633	20	20	40	19
Wed Apr 11 16:47:13 2018	1523461633	19	21	40	20
Wed Apr 11 16:47:08 2018	1523461628	19	22	40	21
Wed Apr 11 16:47:10 2018	1523461630	18	23	40	23
Wed Apr 11 16:47:11 2018	1523461631	21	20	40	20
Wed Apr 11 16:47:11 2018	1523461631	22	18	40	18
Wed Apr 11 16:47:11 2018	1523461631	23	18	40	18
Wed Apr 11 16:47:11 2018	1523461631	22	19	40	17
Wed Apr 11 16:47:13 2018	1523461633	27	14	40	13
Wed Apr 11 16:47:11 2018	1523461631	25	16	40	15
Wed Apr 11 16:47:11 2018	1523461631	23	18	41	17
Wed Apr 11 16:47:13 2018	1523461633	24	17	41	17
Wed Apr 11 16:47:13 2018	1523461633	12	28	41	28
Wed Apr 11 16:47:11 2018	1523461631	9	32	41	31
Wed Apr 11 16:47:08 2018	1523461628	15	26	41	22
Wed Apr 11 16:47:10 2018	1523461630	17	24	41	23
Wed Apr 11 16:47:11 2018	1523461631	22	19	41	18
Wed Apr 11 16:47:13 2018	1523461633	13	28	41	27
Wed Apr 11 16:47:10 2018	1523461630	15	26	41	26
Wed Apr 11 16:47:10 2018	1523461630	16	24	41	24
Wed Apr 11 16:47:08 2018	1523461628	19	22	41	22
Wed Apr 11 16:47:10 2018	1523461630	18	23	41	23
Wed Apr 11 16:47:11 2018	1523461631	21	20	41	20
Wed Apr 11 16:47:11 2018	1523461631	22	18	41	18
Wed Apr 11 16:47:11 2018	1523461631	22	18	41	18
Wed Apr 11 16:47:07 2018	1523461627	17	24	41	23
Wed Apr 11 16:47:11 2018	1523461631	21	20	41	17
Wed Apr 11 16:47:13 2018	1523461633	12	29	41	28
Wed Apr 11 16:47:13 2018	1523461633	24	17	41	17
Wed Apr 11 16:47:07 2018	1523461627	14	27	41	26
Wed Apr 11 16:47:13 2018	1523461633	12	29	41	29
Wed Apr 11 16:47:12 2018	1523461632	27	14	41	14
Wed Apr 11 16:47:08 2018	1523461628	14	27	41	20
Wed Apr 11 16:47:09 2018	1523461629	17	24	41	23
Wed Apr 11 16:47:10 2018	1523461630	18	24	41	23
Wed Apr 11 16:47:07 2018	1523461627	26	15	41	15
Wed Apr 11 16:47:13 2018	1523461633	26	15	41	15
Wed Apr 11 16:47:11 2018	1523461631	22	19	41	19
Wed Apr 11 16:47:08 2018	1523461628	25	16	41	16
Wed Apr 11 16:47:13 2018	1523461633	11	30	41	30
Wed Apr 11 16:47:09 2018	1523461629	22	19	41	19
Wed Apr 11 16:47:10 2018	1523461630	18	23	41	23
Wed Apr 11 16:47:09 2018	1523461629	29	12	41	12
Wed Apr 11 16:47:11 2018	1523461631	22	19	41	19
Wed Apr 11 16:47:13 2018	1523461633	11	30	41	29
Wed Apr 11 16:47:11 2018	1523461631	22	20	41	19
Wed Apr 11 16:47:08 2018	1523461628	15	27	41	26
Wed Apr 11 16:47:10 2018	1523461630	18	24	41	24
Wed Apr 11 16:47:13 2018	1523461633	13	28	41	27
Wed Apr 11 16:47:09 2018	1523461629	18	24	41	23
Wed Apr 11 16:47:09 2018	1523461629	19	23	41	23
Wed Apr 11 16:47:08 2018	1523461628	19	22	41	22
Wed Apr 11 16:47:07 2018	1523461627	12	29	41	27
Wed Apr 11 16:47:07 2018	1523461627	17	24	41	24
Wed Apr 11 16:47:07 2018	1523461627	18	24	42	23
Wed Apr 11 16:47:07 2018	1523461627	26	16	42	15
Wed Apr 11 16:47:13 2018	1523461633	23	19	42	19
Wed Apr 11 16:47:09 2018	1523461629	19	23	42	23
Wed Apr 11 16:47:10 2018	1523461630	26	15	42	15
Wed Apr 11 16:47:07 2018	1523461627	17	24	42	24
Wed Apr 11 16:47:08 2018	1523461628	19	22	42	22
Wed Apr 11 16:47:08 2018	1523461628	16	26	42	26
Wed Apr 11 16:47:13 2018	1523461633	21	21	42	20
Wed Apr 11 16:47:08 2018	1523461628	15	27	42	26
Wed Apr 11 16:47:13 2018	1523461633	25	17	42	17
Wed Apr 11 16:47:13 2018	1523461633	20	22	42	20
Wed Apr 11 16:47:08 2018	1523461628	25	16	42	16
Wed Apr 11 16:47:09 2018	1523461629	18	24	42	24
Wed Apr 11 16:47:09 2018	1523461629	18	24	42	23
Wed Apr 11 16:47:07 2018	1523461627	18	24	42	24
Wed Apr 11 16:47:09 2018	1523461629	28	13	42	12
Wed Apr 11 16:47:13 2018	1523461633	20	21	42	21
Wed Apr 11 16:47:07 2018	1523461627	23	19	42	19
Wed Apr 11 16:47:08 2018	1523461628	18	24	42	24
Wed Apr 11 16:47:09 2018	1523461629	18	24	42	23
Wed Apr 11 16:47:09 2018	1523461629	16	26	42	26
Wed Apr 11 16:47:07 2018	1523461627	17	25	42	25
Wed Apr 11 16:47:13 2018	1523461633	21	21	42	21
Wed Apr 11 16:47:07 2018	1523461627	16	26	42	21
Wed Apr 11 16:47:10 2018	1523461630	20	22	42	22
Wed Apr 11 16:47:10 2018	1523461630	20	22	42	22
Wed Apr 11 16:47:09 2018	1523461629	18	24	42	24
Wed Apr 11 16:47:09 2018	1523461629	18	24	42	23
Wed Apr 11 16:47:09 2018	1523461629	18	24	42	23
Wed Apr 11 16:47:09 2018	1523461629	18	24	42	23
Wed Apr 11 16:47:08 2018	1523461628	18	24	42	24
Wed Apr 11 16:47:07 2018	1523461627	23	19	42	19
Wed Apr 11 16:47:09 2018	1523461629	18	24	42	24
Wed Apr 11 16:47:11 2018	1523461631	22	20	42	19
Wed Apr 11 16:47:09 2018	1523461629	18	25	42	24
Wed Apr 11 16:47:09 2018	1523461629	18	25	42	24
Wed Apr 11 16:47:13 2018	1523461633	10	33	42	32
Wed Apr 11 16:47:09 2018	1523461629	18	24	42	24
Wed Apr 11 16:47:09 2018	1523461629	19	23	42	23
Wed Apr 11 16:47:09 2018	1523461629	16	26	42	26
Wed Apr 11 16:47:09 2018	1523461629	16	26	42	26
Wed Apr 11 16:47:09 2018	1523461629	19	24	42	23
Wed Apr 11 16:47:13 2018	1523461633	24	18	42	18
Wed Apr 11 16:47:07 2018	1523461627	26	16	42	15
Wed Apr 11 16:47:13 2018	1523461633	19	23	42	23
Wed Apr 11 16:47:10 2018	1523461630	22	21	42	20
Wed Apr 11 16:47:13 2018	1523461633	20	22	42	22
Wed Apr 11 16:47:10 2018	1523461630	26	17	42	17
Wed Apr 11 16:47:13 2018	1523461633	22	20	42	20
Wed Apr 11 16:47:08 2018	1523461628	18	24	43	24
Wed Apr 11 16:47:09 2018	1523461629	18	24	43	24
Wed Apr 11 16:47:11 2018	1523461631	27	16	43	15
Wed Apr 11 16:47:09 2018	1523461629	19	24	43	23
Wed Apr 11 16:47:11 2018	1523461631	23	20	43	19
Wed Apr 11 16:47:09 2018	1523461629	18	25	43	24
Wed Apr 11 16:47:10 2018	1523461630	25	17	43	17
Wed Apr 11 16:47:09 2018	1523461629	18	24	43	24
Wed Apr 11 16:47:07 2018	1523461627	25	17	43	17
Wed Apr 11 16:47:07 2018	1523461627	16	26	43	26
Wed Apr 11 16:47:09 2018	1523461629	22	21	43	21
Wed Apr 11 16:47:13 2018	1523461633	21	22	43	21
Wed Apr 11 16:47:07 2018	1523461627	17	26	43	25
Wed Apr 11 16:47:13 2018	1523461633	21	22	43	21
Wed Apr 11 16:47:11 2018	1523461631	20	24	43	23
Wed Apr 11 16:47:07 2018	1523461627	29	14	43	14
Wed Apr 11 16:47:09 2018	1523461629	22	21	43	21
Wed Apr 11 16:47:12 2018	1523461632	21	22	43	21
Wed Apr 11 16:47:13 2018	1523461633	20	23	43	23
Wed Apr 11 16:47:07 2018	1523461627	20	23	43	23
Wed Apr 11 16:47:08 2018	1523461628	25	19	43	18
Wed Apr 11 16:47:07 2018	1523461627	27	16	43	16
Wed Apr 11 16:47:12 2018	1523461632	18	26	43	26
Wed Apr 11 16:47:10 2018	1523461630	29	15	43	14
Wed Apr 11 16:47:10 2018	1523461630	29	15	43	14
Wed Apr 11 16:47:10 2018	1523461630	29	15	43	14
Wed Apr 11 16:47:10 2018	1523461630	26	17	43	17
Wed Apr 11 16:47:10 2018	1523461630	29	15	43	15
Wed Apr 11 16:47:10 2018	1523461630	29	15	43	15
Wed Apr 11 16:47:07 2018	1523461627	15	28	43	28
Wed Apr 11 16:47:10 2018	1523461630	26	17	43	17
Wed Apr 11 16:47:10 2018	1523461630	26	18	43	17
Wed Apr 11 16:47:09 2018	1523461629	25	19	43	18
Wed Apr 11 16:47:09 2018	1523461629	21	22	43	22
Wed Apr 11 16:47:07 2018	1523461627	19	24	43	23
Wed Apr 11 16:47:07 2018	1523461627	19	24	43	23
Wed Apr 11 16:47:13 2018	1523461633	18	25	43	25
Wed Apr 11 16:47:08 2018	1523461628	15	28	43	28
Wed Apr 11 16:47:12 2018	1523461632	22	21	43	21
Wed Apr 11 16:47:09 2018	1523461629	21	22	43	21
Wed Apr 11 16:47:10 2018	1523461630	25	18	43	17
Wed Apr 11 16:47:12 2018	1523461632	22	21	43	21
Wed Apr 11 16:47:08 2018	1523461628	21	22	43	22
Wed Apr 11 16:47:11 2018	1523461631	24	19	43	19
Wed Apr 11 16:47:07 2018	1523461627	20	24	43	23
Wed Apr 11 16:47:13 2018	1523461633	12	32	43	31
Wed Apr 11 16:47:07 2018	1523461627	15	29	44	28
Wed Apr 11 16:47:07 2018	1523461627	27	16	44	16
Wed Apr 11 16:47:12 2018	1523461632	22	22	44	21
Wed Apr 11 16:47:08 2018	1523461628	15	28	44	28
Wed Apr 11 16:47:13 2018	1523461633	21	22	44	22
Wed Apr 11 16:47:07 2018	1523461627	16	27	44	27
Wed Apr 11 16:47:13 2018	1523461633	19	24	44	23
Wed Apr 11 16:47:09 2018	1523461629	14	30	44	30
Wed Apr 11 16:47:09 2018	1523461629	25	19	44	18
Wed Apr 11 16:47:10 2018	1523461630	26	18	44	18
Wed Apr 11 16:47:10 2018	1523461630	26	18	44	18
Wed Apr 11 16:47:10 2018	1523461630	26	18	44	18
Wed Apr 11 16:47:10 2018	1523461630	26	18	44	18
Wed Apr 11 16:47:09 2018	1523461629	13	31	44	29
Wed Apr 11 16:47:11 2018	1523461631	21	22	44	22
Wed Apr 11 16:47:09 2018	1523461629	13	31	44	29
Wed Apr 11 16:47:09 2018	1523461629	21	23	44	23
Wed Apr 11 16:47:07 2018	1523461627	27	17	44	16
Wed Apr 11 16:47:07 2018	1523461627	15	29	44	28
Wed Apr 11 16:47:11 2018	1523461631	32	12	44	12
Wed Apr 11 16:47:07 2018	1523461627	18	26	44	25
Wed Apr 11 16:47:07 2018	1523461627	26	18	44	17
Wed Apr 11 16:47:08 2018	1523461628	26	18	44	18
Wed Apr 11 16:47:12 2018	1523461632	22	22	44	21
Wed Apr 11 16:47:11 2018	1523461631	23	20	44	19
Wed Apr 11 16:47:07 2018	1523461627	20	24	44	24
Wed Apr 11 16:47:07 2018	1523461627	18	26	44	25
Wed Apr 11 16:47:07 2018	1523461627	25	19	44	18
Wed Apr 11 16:47:07 2018	1523461627	25	19	44	18
Wed Apr 11 16:47:07 2018	1523461627	18	26	44	25
Wed Apr 11 16:47:09 2018	1523461629	13	31	44	29
Wed Apr 11 16:47:11 2018	1523461631	21	23	44	22
Wed Apr 11 16:47:08 2018	1523461628	21	23	44	22
Wed Apr 11 16:47:09 2018	1523461629	14	30	44	29
Wed Apr 11 16:47:07 2018	1523461627	29	15	44	14
Wed Apr 11 16:47:08 2018	1523461628	25	19	44	19
Wed Apr 11 16:47:07 2018	1523461627	16	28	44	27
Wed Apr 11 16:47:11 2018	1523461631	32	12	44	12
Wed Apr 11 16:47:12 2018	1523461632	23	21	44	21
Wed Apr 11 16:47:12 2018	1523461632	24	21	44	20
Wed Apr 11 16:47:09 2018	1523461629	25	19	44	17
Wed Apr 11 16:47:07 2018	1523461627	18	26	44	25
Wed Apr 11 16:47:11 2018	1523461631	32	12	44	12
Wed Apr 11 16:47:09 2018	1523461629	21	23	44	22
Wed Apr 11 16:47:07 2018	1523461627	24	20	44	20
Wed Apr 11 16:47:09 2018	1523461629	14	30	44	29
Wed Apr 11 16:47:09 2018	1523461629	14	31	44	30
Wed Apr 11 16:47:09 2018	1523461629	14	30	44	30
Wed Apr 11 16:47:09 2018	1523461629	14	30	44	30
Wed Apr 11 16:47:07 2018	1523461627	25	20	44	18
Wed Apr 11 16:47:07 2018	1523461627	28	17	44	16
Wed Apr 11 16:47:08 2018	1523461628	21	23	44	22
Wed Apr 11 16:47:07 2018	1523461627	26	19	44	18
Wed Apr 11 16:47:13 2018	1523461633	17	27	44	27
Wed Apr 11 16:47:09 2018	1523461629	14	31	44	30
