starttime	seconds	ctime	dtime	ttime	wait
Wed Apr 11 16:49:00 2018	1523461740	2	4	6	3
Wed Apr 11 16:49:00 2018	1523461740	2	4	6	3
Wed Apr 11 16:49:00 2018	1523461740	2	4	6	3
Wed Apr 11 16:49:00 2018	1523461740	2	4	6	3
Wed Apr 11 16:49:00 2018	1523461740	2	4	6	3
Wed Apr 11 16:49:01 2018	1523461741	2	4	6	3
Wed Apr 11 16:49:00 2018	1523461740	2	4	6	3
Wed Apr 11 16:49:00 2018	1523461740	2	4	6	3
Wed Apr 11 16:49:00 2018	1523461740	3	3	6	3
Wed Apr 11 16:49:01 2018	1523461741	3	4	6	3
Wed Apr 11 16:48:40 2018	1523461720	3	3	6	3
Wed Apr 11 16:49:01 2018	1523461741	3	3	6	3
Wed Apr 11 16:49:00 2018	1523461740	2	4	6	3
Wed Apr 11 16:49:00 2018	1523461740	2	4	6	3
Wed Apr 11 16:49:00 2018	1523461740	2	4	6	4
Wed Apr 11 16:49:01 2018	1523461741	3	4	6	3
Wed Apr 11 16:49:01 2018	1523461741	3	4	6	3
Wed Apr 11 16:49:00 2018	1523461740	3	4	6	3
Wed Apr 11 16:49:28 2018	1523461768	2	4	6	3
Wed Apr 11 16:49:00 2018	1523461740	3	4	6	3
Wed Apr 11 16:49:00 2018	1523461740	2	4	6	4
Wed Apr 11 16:49:01 2018	1523461741	2	4	6	3
Wed Apr 11 16:49:01 2018	1523461741	2	4	6	4
Wed Apr 11 16:49:00 2018	1523461740	2	4	6	3
Wed Apr 11 16:49:16 2018	1523461756	3	3	6	3
Wed Apr 11 16:49:00 2018	1523461740	3	4	6	3
Wed Apr 11 16:49:01 2018	1523461741	2	4	7	4
Wed Apr 11 16:49:00 2018	1523461740	2	4	7	4
Wed Apr 11 16:48:41 2018	1523461721	2	4	7	4
Wed Apr 11 16:48:42 2018	1523461722	3	4	7	4
Wed Apr 11 16:49:01 2018	1523461741	3	4	7	3
Wed Apr 11 16:49:00 2018	1523461740	3	4	7	4
Wed Apr 11 16:49:29 2018	1523461769	3	4	7	3
Wed Apr 11 16:49:01 2018	1523461741	2	4	7	4
Wed Apr 11 16:49:18 2018	1523461758	2	4	7	4
Wed Apr 11 16:49:00 2018	1523461740	2	5	7	4
Wed Apr 11 16:48:59 2018	1523461739	3	4	7	4
Wed Apr 11 16:49:00 2018	1523461740	3	4	7	3
Wed Apr 11 16:49:00 2018	1523461740	3	4	7	3
Wed Apr 11 16:48:41 2018	1523461721	3	3	7	3
Wed Apr 11 16:49:18 2018	1523461758	3	4	7	4
Wed Apr 11 16:49:00 2018	1523461740	3	4	7	3
Wed Apr 11 16:48:40 2018	1523461720	3	4	7	4
Wed Apr 11 16:49:00 2018	1523461740	3	4	7	4
Wed Apr 11 16:49:00 2018	1523461740	3	4	7	3
Wed Apr 11 16:48:42 2018	1523461722	3	4	7	3
Wed Apr 11 16:49:01 2018	1523461741	4	3	7	3
Wed Apr 11 16:49:01 2018	1523461741	3	4	7	4
Wed Apr 11 16:49:00 2018	1523461740	3	4	7	4
Wed Apr 11 16:48:42 2018	1523461722	3	4	7	4
Wed Apr 11 16:49:00 2018	1523461740	3	4	7	4
Wed Apr 11 16:49:01 2018	1523461741	2	5	7	4
Wed Apr 11 16:48:42 2018	1523461722	3	4	7	4
Wed Apr 11 16:48:40 2018	1523461720	3	4	7	4
Wed Apr 11 16:49:01 2018	1523461741	2	5	7	5
Wed Apr 11 16:49:00 2018	1523461740	3	5	7	4
Wed Apr 11 16:48:40 2018	1523461720	3	4	7	4
Wed Apr 11 16:49:18 2018	1523461758	3	4	7	4
Wed Apr 11 16:49:00 2018	1523461740	4	4	7	3
Wed Apr 11 16:48:43 2018	1523461723	3	4	7	3
Wed Apr 11 16:49:00 2018	1523461740	3	5	7	4
Wed Apr 11 16:48:40 2018	1523461720	4	4	7	3
Wed Apr 11 16:48:40 2018	1523461720	3	4	7	4
Wed Apr 11 16:49:00 2018	1523461740	2	5	7	5
Wed Apr 11 16:48:40 2018	1523461720	3	4	7	4
Wed Apr 11 16:49:29 2018	1523461769	3	5	7	4
Wed Apr 11 16:48:53 2018	1523461733	3	5	7	4
Wed Apr 11 16:49:29 2018	1523461769	3	4	7	3
Wed Apr 11 16:48:40 2018	1523461720	3	5	7	4
Wed Apr 11 16:49:01 2018	1523461741	3	4	7	3
Wed Apr 11 16:49:32 2018	1523461772	3	4	7	4
Wed Apr 11 16:49:00 2018	1523461740	4	4	7	3
Wed Apr 11 16:49:01 2018	1523461741	2	5	7	4
Wed Apr 11 16:48:40 2018	1523461720	3	4	7	4
Wed Apr 11 16:48:42 2018	1523461722	3	4	7	4
Wed Apr 11 16:48:42 2018	1523461722	3	5	7	4
Wed Apr 11 16:49:00 2018	1523461740	2	5	7	5
Wed Apr 11 16:49:01 2018	1523461741	4	4	7	3
Wed Apr 11 16:49:00 2018	1523461740	3	5	7	4
Wed Apr 11 16:48:37 2018	1523461717	3	4	7	4
Wed Apr 11 16:48:40 2018	1523461720	3	4	7	3
Wed Apr 11 16:48:41 2018	1523461721	3	4	7	4
Wed Apr 11 16:49:00 2018	1523461740	2	5	7	5
Wed Apr 11 16:49:01 2018	1523461741	3	4	7	3
Wed Apr 11 16:48:43 2018	1523461723	2	5	7	5
Wed Apr 11 16:48:59 2018	1523461739	3	4	7	4
Wed Apr 11 16:48:53 2018	1523461733	4	4	7	4
Wed Apr 11 16:49:18 2018	1523461758	3	5	7	4
Wed Apr 11 16:49:16 2018	1523461756	2	5	7	3
Wed Apr 11 16:48:59 2018	1523461739	3	5	7	4
Wed Apr 11 16:48:41 2018	1523461721	3	5	7	5
Wed Apr 11 16:48:40 2018	1523461720	3	4	7	4
Wed Apr 11 16:49:04 2018	1523461744	3	4	7	4
Wed Apr 11 16:49:29 2018	1523461769	3	5	7	4
Wed Apr 11 16:49:00 2018	1523461740	2	5	7	5
Wed Apr 11 16:49:01 2018	1523461741	2	5	8	5
Wed Apr 11 16:49:01 2018	1523461741	4	4	8	3
Wed Apr 11 16:48:42 2018	1523461722	2	5	8	5
Wed Apr 11 16:49:10 2018	1523461750	3	5	8	3
Wed Apr 11 16:48:56 2018	1523461736	3	5	8	5
Wed Apr 11 16:48:40 2018	1523461720	3	5	8	5
Wed Apr 11 16:48:40 2018	1523461720	3	5	8	4
Wed Apr 11 16:48:42 2018	1523461722	3	4	8	4
Wed Apr 11 16:48:40 2018	1523461720	3	4	8	4
Wed Apr 11 16:48:42 2018	1523461722	3	4	8	4
Wed Apr 11 16:48:53 2018	1523461733	2	5	8	5
Wed Apr 11 16:49:00 2018	1523461740	2	6	8	5
Wed Apr 11 16:49:31 2018	1523461771	3	4	8	4
Wed Apr 11 16:49:30 2018	1523461770	3	4	8	4
Wed Apr 11 16:49:30 2018	1523461770	3	5	8	5
Wed Apr 11 16:49:29 2018	1523461769	3	5	8	3
Wed Apr 11 16:49:00 2018	1523461740	2	6	8	3
Wed Apr 11 16:48:43 2018	1523461723	3	5	8	5
Wed Apr 11 16:49:32 2018	1523461772	4	4	8	4
Wed Apr 11 16:48:42 2018	1523461722	3	4	8	4
Wed Apr 11 16:49:04 2018	1523461744	4	4	8	4
Wed Apr 11 16:48:42 2018	1523461722	3	4	8	4
Wed Apr 11 16:49:00 2018	1523461740	2	5	8	5
Wed Apr 11 16:48:40 2018	1523461720	3	5	8	4
Wed Apr 11 16:48:59 2018	1523461739	3	5	8	4
Wed Apr 11 16:49:03 2018	1523461743	4	4	8	4
Wed Apr 11 16:48:41 2018	1523461721	4	4	8	4
Wed Apr 11 16:49:18 2018	1523461758	4	4	8	4
Wed Apr 11 16:49:01 2018	1523461741	5	3	8	3
Wed Apr 11 16:48:40 2018	1523461720	3	5	8	4
Wed Apr 11 16:48:40 2018	1523461720	4	4	8	4
Wed Apr 11 16:49:00 2018	1523461740	2	6	8	5
Wed Apr 11 16:48:40 2018	1523461720	4	4	8	3
Wed Apr 11 16:49:00 2018	1523461740	4	4	8	4
Wed Apr 11 16:49:00 2018	1523461740	2	5	8	4
Wed Apr 11 16:48:40 2018	1523461720	3	5	8	5
Wed Apr 11 16:48:41 2018	1523461721	3	5	8	4
Wed Apr 11 16:48:42 2018	1523461722	3	5	8	4
Wed Apr 11 16:48:40 2018	1523461720	3	5	8	4
Wed Apr 11 16:49:18 2018	1523461758	4	4	8	4
Wed Apr 11 16:48:40 2018	1523461720	3	5	8	4
Wed Apr 11 16:49:00 2018	1523461740	4	4	8	3
Wed Apr 11 16:48:59 2018	1523461739	3	5	8	3
Wed Apr 11 16:48:53 2018	1523461733	3	5	8	4
Wed Apr 11 16:48:37 2018	1523461717	3	5	8	5
Wed Apr 11 16:49:18 2018	1523461758	4	4	8	4
Wed Apr 11 16:49:00 2018	1523461740	2	6	8	5
Wed Apr 11 16:49:18 2018	1523461758	4	4	8	3
Wed Apr 11 16:48:42 2018	1523461722	3	5	8	4
Wed Apr 11 16:48:55 2018	1523461735	3	5	8	5
Wed Apr 11 16:48:59 2018	1523461739	3	5	8	5
Wed Apr 11 16:48:42 2018	1523461722	3	5	8	4
Wed Apr 11 16:49:03 2018	1523461743	3	5	8	5
Wed Apr 11 16:48:42 2018	1523461722	3	5	8	5
Wed Apr 11 16:49:01 2018	1523461741	3	5	8	3
Wed Apr 11 16:49:18 2018	1523461758	3	5	8	5
Wed Apr 11 16:48:40 2018	1523461720	4	5	8	4
Wed Apr 11 16:49:18 2018	1523461758	4	5	8	4
Wed Apr 11 16:49:19 2018	1523461759	3	5	8	5
Wed Apr 11 16:48:42 2018	1523461722	3	5	8	5
Wed Apr 11 16:49:00 2018	1523461740	4	4	8	3
Wed Apr 11 16:48:53 2018	1523461733	3	5	8	5
Wed Apr 11 16:48:40 2018	1523461720	3	5	8	5
Wed Apr 11 16:48:42 2018	1523461722	3	5	8	5
Wed Apr 11 16:48:40 2018	1523461720	3	5	8	5
Wed Apr 11 16:48:42 2018	1523461722	4	4	8	4
Wed Apr 11 16:48:55 2018	1523461735	3	5	8	5
Wed Apr 11 16:49:19 2018	1523461759	3	5	8	5
Wed Apr 11 16:48:37 2018	1523461717	4	4	8	4
Wed Apr 11 16:48:55 2018	1523461735	3	5	8	5
Wed Apr 11 16:49:00 2018	1523461740	5	4	8	3
Wed Apr 11 16:49:01 2018	1523461741	2	6	8	5
Wed Apr 11 16:48:40 2018	1523461720	3	5	8	4
Wed Apr 11 16:48:40 2018	1523461720	3	5	8	5
Wed Apr 11 16:48:42 2018	1523461722	3	5	8	4
Wed Apr 11 16:49:00 2018	1523461740	2	6	8	6
Wed Apr 11 16:48:40 2018	1523461720	4	5	8	4
Wed Apr 11 16:49:11 2018	1523461751	4	5	8	4
Wed Apr 11 16:49:19 2018	1523461759	4	4	8	4
Wed Apr 11 16:49:21 2018	1523461761	4	4	8	4
Wed Apr 11 16:48:42 2018	1523461722	3	5	8	5
Wed Apr 11 16:48:42 2018	1523461722	3	5	8	5
Wed Apr 11 16:48:43 2018	1523461723	3	5	8	5
Wed Apr 11 16:49:18 2018	1523461758	3	5	8	5
Wed Apr 11 16:48:43 2018	1523461723	3	6	8	5
Wed Apr 11 16:48:42 2018	1523461722	4	4	8	4
Wed Apr 11 16:49:03 2018	1523461743	3	5	8	5
Wed Apr 11 16:49:21 2018	1523461761	4	5	8	5
Wed Apr 11 16:49:18 2018	1523461758	3	5	8	5
Wed Apr 11 16:48:40 2018	1523461720	3	6	8	5
Wed Apr 11 16:48:42 2018	1523461722	3	5	8	5
Wed Apr 11 16:49:01 2018	1523461741	2	6	8	6
Wed Apr 11 16:48:40 2018	1523461720	5	4	8	4
Wed Apr 11 16:48:55 2018	1523461735	3	5	8	5
Wed Apr 11 16:48:58 2018	1523461738	3	5	8	5
Wed Apr 11 16:48:40 2018	1523461720	3	5	8	5
Wed Apr 11 16:49:19 2018	1523461759	4	4	8	4
Wed Apr 11 16:48:58 2018	1523461738	4	4	8	4
Wed Apr 11 16:48:42 2018	1523461722	4	5	8	4
Wed Apr 11 16:48:42 2018	1523461722	3	5	8	5
Wed Apr 11 16:49:30 2018	1523461770	4	5	8	4
Wed Apr 11 16:49:09 2018	1523461749	4	4	8	4
Wed Apr 11 16:49:18 2018	1523461758	5	4	8	4
Wed Apr 11 16:49:21 2018	1523461761	4	5	8	5
Wed Apr 11 16:48:42 2018	1523461722	3	5	8	5
Wed Apr 11 16:48:42 2018	1523461722	3	5	8	4
Wed Apr 11 16:48:40 2018	1523461720	3	5	8	5
Wed Apr 11 16:49:00 2018	1523461740	2	6	8	5
Wed Apr 11 16:49:01 2018	1523461741	5	4	8	3
Wed Apr 11 16:49:18 2018	1523461758	3	5	8	4
Wed Apr 11 16:49:04 2018	1523461744	4	4	8	3
Wed Apr 11 16:48:42 2018	1523461722	3	5	8	5
Wed Apr 11 16:48:55 2018	1523461735	2	6	8	6
Wed Apr 11 16:48:43 2018	1523461723	3	5	8	5
Wed Apr 11 16:49:19 2018	1523461759	3	5	8	5
Wed Apr 11 16:49:19 2018	1523461759	3	5	8	5
Wed Apr 11 16:49:29 2018	1523461769	4	5	8	5
Wed Apr 11 16:48:54 2018	1523461734	3	5	8	5
Wed Apr 11 16:48:37 2018	1523461717	5	3	8	3
Wed Apr 11 16:48:37 2018	1523461717	4	5	8	4
Wed Apr 11 16:48:58 2018	1523461738	4	5	9	5
Wed Apr 11 16:48:43 2018	1523461723	3	6	9	6
Wed Apr 11 16:48:53 2018	1523461733	3	6	9	5
Wed Apr 11 16:48:40 2018	1523461720	3	6	9	6
Wed Apr 11 16:48:55 2018	1523461735	4	5	9	4
Wed Apr 11 16:49:21 2018	1523461761	4	4	9	4
Wed Apr 11 16:48:54 2018	1523461734	3	5	9	5
Wed Apr 11 16:48:50 2018	1523461730	3	6	9	5
Wed Apr 11 16:49:00 2018	1523461740	2	6	9	6
Wed Apr 11 16:49:20 2018	1523461760	3	6	9	5
Wed Apr 11 16:49:04 2018	1523461744	4	5	9	4
Wed Apr 11 16:49:27 2018	1523461767	5	4	9	4
Wed Apr 11 16:49:31 2018	1523461771	4	4	9	4
Wed Apr 11 16:48:42 2018	1523461722	4	5	9	4
Wed Apr 11 16:48:42 2018	1523461722	4	5	9	4
Wed Apr 11 16:49:19 2018	1523461759	3	6	9	6
Wed Apr 11 16:49:22 2018	1523461762	3	5	9	5
Wed Apr 11 16:48:42 2018	1523461722	3	6	9	5
Wed Apr 11 16:49:18 2018	1523461758	4	5	9	4
Wed Apr 11 16:49:25 2018	1523461765	4	5	9	5
Wed Apr 11 16:49:04 2018	1523461744	4	5	9	4
Wed Apr 11 16:49:22 2018	1523461762	3	5	9	5
Wed Apr 11 16:49:03 2018	1523461743	3	6	9	6
Wed Apr 11 16:48:40 2018	1523461720	4	5	9	4
Wed Apr 11 16:49:00 2018	1523461740	2	6	9	6
Wed Apr 11 16:49:19 2018	1523461759	4	5	9	5
Wed Apr 11 16:48:40 2018	1523461720	4	5	9	4
Wed Apr 11 16:49:09 2018	1523461749	3	5	9	5
Wed Apr 11 16:48:57 2018	1523461737	3	5	9	5
Wed Apr 11 16:49:03 2018	1523461743	4	4	9	4
Wed Apr 11 16:49:20 2018	1523461760	4	4	9	4
Wed Apr 11 16:48:50 2018	1523461730	3	5	9	5
Wed Apr 11 16:48:42 2018	1523461722	4	5	9	5
Wed Apr 11 16:49:04 2018	1523461744	4	5	9	5
Wed Apr 11 16:48:38 2018	1523461718	3	6	9	5
Wed Apr 11 16:48:53 2018	1523461733	4	5	9	4
Wed Apr 11 16:48:55 2018	1523461735	3	6	9	5
Wed Apr 11 16:49:26 2018	1523461766	5	4	9	4
Wed Apr 11 16:48:42 2018	1523461722	3	6	9	4
Wed Apr 11 16:48:42 2018	1523461722	4	5	9	4
Wed Apr 11 16:49:00 2018	1523461740	2	6	9	3
Wed Apr 11 16:49:31 2018	1523461771	4	5	9	4
Wed Apr 11 16:49:01 2018	1523461741	5	3	9	3
Wed Apr 11 16:49:02 2018	1523461742	3	5	9	5
Wed Apr 11 16:48:41 2018	1523461721	5	4	9	4
Wed Apr 11 16:49:19 2018	1523461759	3	6	9	3
Wed Apr 11 16:49:24 2018	1523461764	3	6	9	5
Wed Apr 11 16:49:26 2018	1523461766	4	5	9	5
Wed Apr 11 16:49:32 2018	1523461772	5	4	9	4
Wed Apr 11 16:48:37 2018	1523461717	4	5	9	5
Wed Apr 11 16:48:55 2018	1523461735	4	5	9	5
Wed Apr 11 16:48:54 2018	1523461734	4	5	9	5
Wed Apr 11 16:48:58 2018	1523461738	3	6	9	6
Wed Apr 11 16:49:00 2018	1523461740	3	6	9	5
Wed Apr 11 16:49:18 2018	1523461758	4	5	9	5
Wed Apr 11 16:49:09 2018	1523461749	4	5	9	5
Wed Apr 11 16:48:49 2018	1523461729	4	5	9	5
Wed Apr 11 16:48:40 2018	1523461720	4	5	9	4
Wed Apr 11 16:49:12 2018	1523461752	5	4	9	4
Wed Apr 11 16:49:01 2018	1523461741	3	6	9	6
Wed Apr 11 16:48:43 2018	1523461723	4	5	9	4
Wed Apr 11 16:48:40 2018	1523461720	3	6	9	6
Wed Apr 11 16:49:19 2018	1523461759	3	6	9	5
Wed Apr 11 16:49:19 2018	1523461759	5	4	9	3
Wed Apr 11 16:49:18 2018	1523461758	3	6	9	5
Wed Apr 11 16:48:54 2018	1523461734	3	6	9	5
Wed Apr 11 16:49:21 2018	1523461761	4	5	9	5
Wed Apr 11 16:49:18 2018	1523461758	4	5	9	4
Wed Apr 11 16:49:19 2018	1523461759	4	5	9	4
Wed Apr 11 16:49:00 2018	1523461740	2	7	9	3
Wed Apr 11 16:48:42 2018	1523461722	3	6	9	4
Wed Apr 11 16:48:56 2018	1523461736	4	5	9	5
Wed Apr 11 16:48:42 2018	1523461722	3	6	9	6
Wed Apr 11 16:48:55 2018	1523461735	3	5	9	5
Wed Apr 11 16:49:20 2018	1523461760	3	6	9	6
Wed Apr 11 16:49:31 2018	1523461771	4	5	9	5
Wed Apr 11 16:49:20 2018	1523461760	4	5	9	5
Wed Apr 11 16:49:21 2018	1523461761	4	5	9	5
Wed Apr 11 16:49:18 2018	1523461758	4	5	9	5
Wed Apr 11 16:48:56 2018	1523461736	3	6	9	5
Wed Apr 11 16:48:42 2018	1523461722	3	6	9	5
Wed Apr 11 16:49:31 2018	1523461771	3	6	9	6
Wed Apr 11 16:49:08 2018	1523461748	3	6	9	4
Wed Apr 11 16:49:02 2018	1523461742	3	6	9	6
Wed Apr 11 16:49:04 2018	1523461744	4	5	9	5
Wed Apr 11 16:49:21 2018	1523461761	5	4	9	4
Wed Apr 11 16:49:04 2018	1523461744	3	6	9	6
Wed Apr 11 16:48:40 2018	1523461720	4	5	9	5
Wed Apr 11 16:49:20 2018	1523461760	5	4	9	4
Wed Apr 11 16:48:37 2018	1523461717	5	4	9	4
Wed Apr 11 16:49:20 2018	1523461760	3	6	9	5
Wed Apr 11 16:49:01 2018	1523461741	5	4	9	3
Wed Apr 11 16:48:40 2018	1523461720	3	6	9	6
Wed Apr 11 16:48:59 2018	1523461739	2	7	9	6
Wed Apr 11 16:48:39 2018	1523461719	4	5	9	5
Wed Apr 11 16:49:08 2018	1523461748	4	5	9	5
Wed Apr 11 16:48:50 2018	1523461730	4	5	9	4
Wed Apr 11 16:48:41 2018	1523461721	3	6	9	6
Wed Apr 11 16:49:25 2018	1523461765	3	6	9	5
Wed Apr 11 16:48:55 2018	1523461735	4	5	9	5
Wed Apr 11 16:48:50 2018	1523461730	4	5	9	5
Wed Apr 11 16:49:00 2018	1523461740	2	7	9	4
Wed Apr 11 16:48:38 2018	1523461718	5	5	9	4
Wed Apr 11 16:48:42 2018	1523461722	4	5	9	4
Wed Apr 11 16:48:42 2018	1523461722	3	6	9	6
Wed Apr 11 16:49:02 2018	1523461742	4	5	9	5
Wed Apr 11 16:48:42 2018	1523461722	3	6	9	6
Wed Apr 11 16:48:42 2018	1523461722	4	5	9	4
Wed Apr 11 16:48:50 2018	1523461730	4	5	9	5
Wed Apr 11 16:49:32 2018	1523461772	5	5	9	4
Wed Apr 11 16:48:54 2018	1523461734	4	5	9	5
Wed Apr 11 16:48:54 2018	1523461734	4	6	9	5
Wed Apr 11 16:49:18 2018	1523461758	4	5	9	5
Wed Apr 11 16:49:19 2018	1523461759	6	3	9	3
Wed Apr 11 16:49:10 2018	1523461750	4	5	9	5
Wed Apr 11 16:49:00 2018	1523461740	2	7	9	3
Wed Apr 11 16:49:22 2018	1523461762	4	5	9	5
Wed Apr 11 16:49:30 2018	1523461770	5	5	9	4
Wed Apr 11 16:48:42 2018	1523461722	3	6	9	6
Wed Apr 11 16:48:56 2018	1523461736	4	5	9	4
Wed Apr 11 16:48:54 2018	1523461734	3	6	9	6
Wed Apr 11 16:49:08 2018	1523461748	4	5	9	5
Wed Apr 11 16:49:20 2018	1523461760	3	6	9	6
Wed Apr 11 16:48:42 2018	1523461722	3	6	9	5
Wed Apr 11 16:49:11 2018	1523461751	3	6	9	5
Wed Apr 11 16:49:19 2018	1523461759	2	7	9	7
Wed Apr 11 16:48:52 2018	1523461732	4	5	9	5
Wed Apr 11 16:49:09 2018	1523461749	4	5	9	5
Wed Apr 11 16:49:00 2018	1523461740	4	5	9	5
Wed Apr 11 16:49:00 2018	1523461740	4	5	9	5
Wed Apr 11 16:49:29 2018	1523461769	6	3	9	3
Wed Apr 11 16:48:40 2018	1523461720	4	5	9	5
Wed Apr 11 16:49:01 2018	1523461741	2	7	9	7
Wed Apr 11 16:49:31 2018	1523461771	4	5	9	5
Wed Apr 11 16:49:31 2018	1523461771	4	5	9	5
Wed Apr 11 16:49:00 2018	1523461740	5	5	9	4
Wed Apr 11 16:48:40 2018	1523461720	5	4	9	4
Wed Apr 11 16:48:41 2018	1523461721	4	5	9	5
Wed Apr 11 16:49:04 2018	1523461744	3	6	9	6
Wed Apr 11 16:49:19 2018	1523461759	4	5	9	5
Wed Apr 11 16:49:04 2018	1523461744	5	5	9	4
Wed Apr 11 16:48:48 2018	1523461728	4	5	9	5
Wed Apr 11 16:49:03 2018	1523461743	4	5	9	5
Wed Apr 11 16:49:21 2018	1523461761	3	7	9	6
Wed Apr 11 16:48:54 2018	1523461734	4	5	9	5
Wed Apr 11 16:49:20 2018	1523461760	3	7	9	6
Wed Apr 11 16:49:11 2018	1523461751	4	5	9	5
Wed Apr 11 16:49:03 2018	1523461743	4	5	9	5
Wed Apr 11 16:49:27 2018	1523461767	5	4	9	4
Wed Apr 11 16:49:30 2018	1523461770	4	5	9	5
Wed Apr 11 16:49:01 2018	1523461741	2	7	9	7
Wed Apr 11 16:48:40 2018	1523461720	4	5	9	5
Wed Apr 11 16:49:20 2018	1523461760	4	5	9	5
Wed Apr 11 16:48:49 2018	1523461729	5	5	9	4
Wed Apr 11 16:48:40 2018	1523461720	4	5	9	5
Wed Apr 11 16:49:00 2018	1523461740	4	6	9	4
Wed Apr 11 16:48:54 2018	1523461734	3	6	9	6
Wed Apr 11 16:49:30 2018	1523461770	4	6	9	6
Wed Apr 11 16:49:30 2018	1523461770	4	5	9	5
Wed Apr 11 16:48:50 2018	1523461730	3	6	9	5
Wed Apr 11 16:49:13 2018	1523461753	3	6	9	6
Wed Apr 11 16:49:31 2018	1523461771	4	5	9	5
Wed Apr 11 16:49:06 2018	1523461746	4	5	9	5
Wed Apr 11 16:49:19 2018	1523461759	3	6	9	6
Wed Apr 11 16:48:58 2018	1523461738	4	6	9	5
Wed Apr 11 16:49:06 2018	1523461746	4	5	9	5
Wed Apr 11 16:48:55 2018	1523461735	4	6	9	5
Wed Apr 11 16:49:02 2018	1523461742	4	5	9	5
Wed Apr 11 16:48:54 2018	1523461734	3	6	9	6
Wed Apr 11 16:49:18 2018	1523461758	5	5	9	4
Wed Apr 11 16:49:06 2018	1523461746	5	5	9	5
Wed Apr 11 16:49:21 2018	1523461761	4	5	9	5
Wed Apr 11 16:48:50 2018	1523461730	3	6	9	6
Wed Apr 11 16:49:02 2018	1523461742	4	5	9	5
Wed Apr 11 16:49:11 2018	1523461751	3	6	9	6
Wed Apr 11 16:48:50 2018	1523461730	4	5	9	4
Wed Apr 11 16:48:40 2018	1523461720	4	5	9	5
Wed Apr 11 16:49:10 2018	1523461750	3	6	9	5
Wed Apr 11 16:49:19 2018	1523461759	3	6	9	6
Wed Apr 11 16:49:27 2018	1523461767	4	6	9	5
Wed Apr 11 16:48:37 2018	1523461717	5	5	9	4
Wed Apr 11 16:49:18 2018	1523461758	4	5	9	5
Wed Apr 11 16:49:18 2018	1523461758	5	5	9	5
Wed Apr 11 16:49:20 2018	1523461760	4	6	9	6
Wed Apr 11 16:48:50 2018	1523461730	5	4	9	4
Wed Apr 11 16:49:11 2018	1523461751	4	6	9	6
Wed Apr 11 16:49:09 2018	1523461749	3	7	9	6
Wed Apr 11 16:49:25 2018	1523461765	4	6	9	5
Wed Apr 11 16:49:27 2018	1523461767	3	6	9	6
Wed Apr 11 16:49:18 2018	1523461758	4	5	9	5
Wed Apr 11 16:49:02 2018	1523461742	4	6	9	5
Wed Apr 11 16:49:31 2018	1523461771	4	5	9	5
Wed Apr 11 16:49:20 2018	1523461760	4	5	9	5
Wed Apr 11 16:48:38 2018	1523461718	4	6	9	6
Wed Apr 11 16:49:11 2018	1523461751	4	6	9	5
Wed Apr 11 16:49:21 2018	1523461761	4	5	9	5
Wed Apr 11 16:48:39 2018	1523461719	4	5	9	4
Wed Apr 11 16:49:20 2018	1523461760	3	6	9	6
Wed Apr 11 16:48:42 2018	1523461722	3	6	9	6
Wed Apr 11 16:49:19 2018	1523461759	4	6	9	6
Wed Apr 11 16:48:40 2018	1523461720	2	7	9	7
Wed Apr 11 16:48:42 2018	1523461722	3	6	9	6
Wed Apr 11 16:49:22 2018	1523461762	4	5	9	5
