starttime	seconds	ctime	dtime	ttime	wait
Wed Apr 11 16:51:50 2018	1523461910	21	27	48	27
Wed Apr 11 16:51:52 2018	1523461912	22	26	48	25
Wed Apr 11 16:51:51 2018	1523461911	25	23	48	22
Wed Apr 11 16:51:51 2018	1523461911	32	16	48	15
Wed Apr 11 16:51:51 2018	1523461911	22	26	48	26
Wed Apr 11 16:51:36 2018	1523461896	24	24	48	23
Wed Apr 11 16:51:36 2018	1523461896	24	24	48	23
Wed Apr 11 16:51:52 2018	1523461912	22	26	48	25
Wed Apr 11 16:51:43 2018	1523461903	17	31	48	31
Wed Apr 11 16:51:41 2018	1523461901	18	30	48	30
Wed Apr 11 16:51:51 2018	1523461911	26	22	48	22
Wed Apr 11 16:51:45 2018	1523461905	17	31	48	30
Wed Apr 11 16:51:43 2018	1523461903	25	23	48	23
Wed Apr 11 16:51:50 2018	1523461910	34	14	48	14
Wed Apr 11 16:51:41 2018	1523461901	18	30	48	28
Wed Apr 11 16:51:43 2018	1523461903	21	27	48	25
Wed Apr 11 16:51:48 2018	1523461908	28	20	48	20
Wed Apr 11 16:51:47 2018	1523461907	19	29	48	27
Wed Apr 11 16:51:42 2018	1523461902	26	22	48	22
Wed Apr 11 16:51:43 2018	1523461903	17	31	48	30
Wed Apr 11 16:51:46 2018	1523461906	31	17	48	17
Wed Apr 11 16:51:51 2018	1523461911	20	28	48	28
Wed Apr 11 16:51:51 2018	1523461911	24	24	48	23
Wed Apr 11 16:51:52 2018	1523461912	22	27	48	25
Wed Apr 11 16:51:51 2018	1523461911	33	16	48	15
Wed Apr 11 16:51:51 2018	1523461911	25	23	48	22
Wed Apr 11 16:51:45 2018	1523461905	29	19	48	18
Wed Apr 11 16:51:45 2018	1523461905	29	19	48	18
Wed Apr 11 16:51:37 2018	1523461897	24	24	48	24
Wed Apr 11 16:51:42 2018	1523461902	28	20	48	19
Wed Apr 11 16:51:39 2018	1523461899	24	24	48	23
Wed Apr 11 16:51:43 2018	1523461903	21	27	48	27
Wed Apr 11 16:51:41 2018	1523461901	28	20	48	20
Wed Apr 11 16:51:51 2018	1523461911	35	13	48	13
Wed Apr 11 16:51:43 2018	1523461903	23	25	48	17
Wed Apr 11 16:51:45 2018	1523461905	28	20	48	20
Wed Apr 11 16:51:41 2018	1523461901	23	26	48	26
Wed Apr 11 16:51:45 2018	1523461905	25	23	48	22
Wed Apr 11 16:51:50 2018	1523461910	33	15	48	15
Wed Apr 11 16:51:45 2018	1523461905	17	31	48	31
Wed Apr 11 16:51:43 2018	1523461903	23	25	48	25
Wed Apr 11 16:51:41 2018	1523461901	33	16	48	15
Wed Apr 11 16:51:51 2018	1523461911	22	26	48	26
Wed Apr 11 16:51:45 2018	1523461905	29	19	49	18
Wed Apr 11 16:51:43 2018	1523461903	22	27	49	20
Wed Apr 11 16:51:47 2018	1523461907	19	30	49	27
Wed Apr 11 16:51:47 2018	1523461907	19	30	49	27
Wed Apr 11 16:51:41 2018	1523461901	28	21	49	20
Wed Apr 11 16:51:45 2018	1523461905	25	24	49	24
Wed Apr 11 16:51:43 2018	1523461903	23	26	49	25
Wed Apr 11 16:51:41 2018	1523461901	18	31	49	30
Wed Apr 11 16:51:45 2018	1523461905	12	37	49	36
Wed Apr 11 16:51:50 2018	1523461910	28	21	49	21
Wed Apr 11 16:51:46 2018	1523461906	24	25	49	25
Wed Apr 11 16:51:47 2018	1523461907	19	29	49	27
Wed Apr 11 16:51:50 2018	1523461910	26	23	49	22
Wed Apr 11 16:51:41 2018	1523461901	33	16	49	15
Wed Apr 11 16:51:52 2018	1523461912	22	27	49	27
Wed Apr 11 16:51:40 2018	1523461900	21	28	49	28
Wed Apr 11 16:51:50 2018	1523461910	24	25	49	25
Wed Apr 11 16:51:45 2018	1523461905	32	17	49	17
Wed Apr 11 16:51:41 2018	1523461901	15	34	49	33
Wed Apr 11 16:51:36 2018	1523461896	24	25	49	24
Wed Apr 11 16:51:36 2018	1523461896	24	25	49	25
Wed Apr 11 16:51:40 2018	1523461900	18	31	49	30
Wed Apr 11 16:51:45 2018	1523461905	29	20	49	19
Wed Apr 11 16:51:40 2018	1523461900	18	31	49	30
Wed Apr 11 16:51:40 2018	1523461900	18	30	49	30
Wed Apr 11 16:51:40 2018	1523461900	18	31	49	30
Wed Apr 11 16:51:43 2018	1523461903	24	25	49	25
Wed Apr 11 16:51:45 2018	1523461905	28	21	49	20
Wed Apr 11 16:51:50 2018	1523461910	27	22	49	22
Wed Apr 11 16:51:52 2018	1523461912	24	25	49	25
Wed Apr 11 16:51:52 2018	1523461912	24	25	49	25
Wed Apr 11 16:51:45 2018	1523461905	29	20	49	19
Wed Apr 11 16:51:45 2018	1523461905	17	32	49	31
Wed Apr 11 16:51:45 2018	1523461905	29	20	49	19
Wed Apr 11 16:51:40 2018	1523461900	18	31	49	30
Wed Apr 11 16:51:36 2018	1523461896	24	25	49	25
Wed Apr 11 16:51:52 2018	1523461912	21	28	49	28
Wed Apr 11 16:51:41 2018	1523461901	31	18	49	16
Wed Apr 11 16:51:50 2018	1523461910	26	23	49	22
Wed Apr 11 16:51:47 2018	1523461907	19	30	49	28
Wed Apr 11 16:51:52 2018	1523461912	26	23	49	23
Wed Apr 11 16:51:46 2018	1523461906	27	23	49	23
Wed Apr 11 16:51:48 2018	1523461908	23	26	49	26
Wed Apr 11 16:51:46 2018	1523461906	17	32	49	32
Wed Apr 11 16:51:52 2018	1523461912	27	22	49	21
Wed Apr 11 16:51:50 2018	1523461910	28	22	49	21
Wed Apr 11 16:51:41 2018	1523461901	17	32	49	31
Wed Apr 11 16:51:41 2018	1523461901	17	32	49	31
Wed Apr 11 16:51:52 2018	1523461912	27	22	49	21
Wed Apr 11 16:51:52 2018	1523461912	20	29	49	29
Wed Apr 11 16:51:45 2018	1523461905	17	32	49	31
Wed Apr 11 16:51:41 2018	1523461901	26	23	49	22
Wed Apr 11 16:51:41 2018	1523461901	26	23	49	22
Wed Apr 11 16:51:43 2018	1523461903	24	25	49	25
Wed Apr 11 16:51:41 2018	1523461901	27	23	49	22
Wed Apr 11 16:51:41 2018	1523461901	34	16	49	15
Wed Apr 11 16:51:45 2018	1523461905	28	22	49	21
Wed Apr 11 16:51:45 2018	1523461905	28	21	49	21
Wed Apr 11 16:51:46 2018	1523461906	17	32	49	32
Wed Apr 11 16:51:43 2018	1523461903	24	26	49	25
Wed Apr 11 16:51:52 2018	1523461912	26	24	49	24
Wed Apr 11 16:51:52 2018	1523461912	40	10	49	10
Wed Apr 11 16:51:45 2018	1523461905	25	24	49	24
Wed Apr 11 16:51:36 2018	1523461896	23	26	49	19
Wed Apr 11 16:51:36 2018	1523461896	24	25	49	25
Wed Apr 11 16:51:45 2018	1523461905	31	18	49	18
Wed Apr 11 16:51:46 2018	1523461906	26	24	49	23
Wed Apr 11 16:51:50 2018	1523461910	26	24	49	23
Wed Apr 11 16:51:52 2018	1523461912	40	10	49	10
Wed Apr 11 16:51:50 2018	1523461910	28	22	50	21
Wed Apr 11 16:51:50 2018	1523461910	27	22	50	22
Wed Apr 11 16:51:50 2018	1523461910	26	23	50	23
Wed Apr 11 16:51:46 2018	1523461906	18	32	50	31
Wed Apr 11 16:51:50 2018	1523461910	27	23	50	22
Wed Apr 11 16:51:41 2018	1523461901	18	32	50	31
Wed Apr 11 16:51:43 2018	1523461903	24	25	50	25
Wed Apr 11 16:51:45 2018	1523461905	17	33	50	32
Wed Apr 11 16:51:41 2018	1523461901	19	31	50	30
Wed Apr 11 16:51:52 2018	1523461912	25	24	50	24
Wed Apr 11 16:51:41 2018	1523461901	19	31	50	30
Wed Apr 11 16:51:52 2018	1523461912	27	22	50	21
Wed Apr 11 16:51:51 2018	1523461911	28	21	50	20
Wed Apr 11 16:51:45 2018	1523461905	29	21	50	20
Wed Apr 11 16:51:41 2018	1523461901	19	31	50	30
Wed Apr 11 16:51:46 2018	1523461906	16	33	50	32
Wed Apr 11 16:51:41 2018	1523461901	33	16	50	16
Wed Apr 11 16:51:45 2018	1523461905	30	19	50	18
Wed Apr 11 16:51:41 2018	1523461901	19	31	50	30
Wed Apr 11 16:51:48 2018	1523461908	23	26	50	26
Wed Apr 11 16:51:45 2018	1523461905	17	33	50	32
Wed Apr 11 16:51:40 2018	1523461900	21	29	50	29
Wed Apr 11 16:51:45 2018	1523461905	28	22	50	21
Wed Apr 11 16:51:45 2018	1523461905	21	28	50	28
Wed Apr 11 16:51:40 2018	1523461900	21	29	50	29
Wed Apr 11 16:51:52 2018	1523461912	25	24	50	24
Wed Apr 11 16:51:45 2018	1523461905	31	19	50	17
Wed Apr 11 16:51:41 2018	1523461901	19	31	50	30
Wed Apr 11 16:51:51 2018	1523461911	23	27	50	26
Wed Apr 11 16:51:42 2018	1523461902	30	20	50	20
Wed Apr 11 16:51:52 2018	1523461912	27	23	50	22
Wed Apr 11 16:51:50 2018	1523461910	26	24	50	23
Wed Apr 11 16:51:41 2018	1523461901	22	28	50	28
Wed Apr 11 16:51:52 2018	1523461912	27	23	50	23
Wed Apr 11 16:51:52 2018	1523461912	27	23	50	23
Wed Apr 11 16:51:42 2018	1523461902	19	31	50	28
Wed Apr 11 16:51:36 2018	1523461896	25	25	50	24
Wed Apr 11 16:51:41 2018	1523461901	20	30	50	30
Wed Apr 11 16:51:45 2018	1523461905	32	18	50	18
Wed Apr 11 16:51:43 2018	1523461903	25	25	50	25
Wed Apr 11 16:51:41 2018	1523461901	19	31	50	30
Wed Apr 11 16:51:45 2018	1523461905	25	24	50	24
Wed Apr 11 16:51:46 2018	1523461906	18	32	50	32
Wed Apr 11 16:51:41 2018	1523461901	16	34	50	33
Wed Apr 11 16:51:46 2018	1523461906	24	26	50	26
Wed Apr 11 16:51:45 2018	1523461905	22	28	50	28
